店铺名称,省份,城市,地区,地址,经度,纬度,所属品类,是否为品牌店,配送,电话,营业时间,近期销量,活动,起送价,配送费,是否为新店,商家评分,总体评分,味道评分,包装评分,配送评分,配送时间,商品评分,服务态度,评价总数,好评数,差评数,有图
新西兰岩烧乳酪,安徽省,铜陵市,铜官区,铜官区良发大厦1号网点,117.814893,30.927759,甜品|蛋糕|,否,蜂鸟专送,18956233923,"[""10:00/22:00""]",42,"1 ： 满20减4，满30减6，满40减8;2 ： 新用户下单立减10元;",15,配送费2,否,4.0416666666667,4.0416666666667,2.25,2.2916666666667,2.6666666666667,27,2.2916666666667,2.25,26,19,4,2
鹿角巷(铜陵店),安徽省,铜陵市,铜官区,铜官区沙河路1226号二层,117.812653,30.92794,奶茶果汁|甜品|,否,蜂鸟专送,18715627677,"[""11:00/21:00""]",69,"1 ： 新用户下单立减10元;",15,配送费4,否,3.8461538461538,3.8461538461538,4.3846153846154,4.6153846153846,4.8461538461538,27,4.6153846153846,4.3846153846154,13,9,3,6
潘先生奶茶,安徽省,铜陵市,铜官区,铜官区步行街46号,117.814995,30.927563,奶茶果汁|,否,蜂鸟专送,13013680609,"[""08:00/21:00""]",1,"1 ： 满20减3，满30减6，满40减8;2 ： 单品定价;3 ： 单品定价;4 ： 单品定价;5 ： 单品定价;6 ： 单品定价;7 ： 单品定价;8 ： 单品定价;",12,配送费3,是,5,5,5,5,5,0,5,5,1,1,0,0
甜喵喵私房甜品,安徽省,铜陵市,铜官区,安徽省铜陵市淮河大道北段358-4号,117.813166,30.93283,蛋糕|甜品|,否,蜂鸟专送,15056811740,"[""13:00/19:00""]",13,"1 ： 新用户下单立减10元;",10,配送费2,否,4.75,4.75,2.25,2.25,2,23,2.25,2.25,4,4,0,0
三平方(汇金店),安徽省,铜陵市,铜官区,安徽省铜陵市铜陵商城汇金大厦负一层B1-22号,117.810824,30.929921,奶茶果汁|,是,蜂鸟专送,18056286698,"[""10:30/20:00""]",169,"1 ： 满20减2，满30减4，满50减8，满80减12;2 ： 新用户下单立减10元;",15,配送费4,否,4.8923076923077,4.8923076923077,3.1384615384615,3.1076923076923,2.8,28,3.1076923076923,3.1384615384615,68,67,0,1
甜丫丫西点,安徽省,铜陵市,铜官区,铜陵市铜官山区义安大道南段361号外网点12号,117.815088,30.923049,甜品|蛋糕|,否,蜂鸟专送,13705622177,"[""10:00/20:00""]",57,"1 ： 新用户下单立减10元;",15,配送费4,否,4.8461538461538,4.8461538461538,3.3333333333333,3.2820512820513,3.1025641025641,28,3.2820512820513,3.3333333333333,39,38,0,7
张阿姨奶茶（杨家山店）,安徽省,铜陵市,铜官区,铜官区杨家山路893号,117.81465,30.923972,奶茶果汁|咖啡|,否,蜂鸟专送,15215625333,"[""09:30/22:30""]",139,"1 ： 满20减3，满30减4，满40减5;2 ： 新用户下单立减10元;",15,配送费4,否,4.9049773755656,4.9049773755656,3.6153846153846,3.6425339366516,3.4162895927602,27,3.6425339366516,3.6153846153846,264,260,2,22
ZJ烘焙工作室,安徽省,铜陵市,铜官区,铜官区五松道1008号,117.801125,30.931985,甜品|咖啡|,否,蜂鸟专送,18205625550,"[""00:00/24:00""]",17,"1 ： 新用户下单立减10元;",20,配送费4,否,4.875,4.875,4.125,4.375,4,0,4.375,4.125,8,8,0,2
菲小姐的店(明珠大厦店),安徽省,铜陵市,铜官区,铜官区明珠大厦沙河新村29栋一层6号网点,117.812457,30.92986,甜品|面包|,否,蜂鸟专送,15385626296,"[""09:00/20:30""]",18,"1 ： 新用户下单立减10元;",15,配送费2,否,0,0,0,0,0,24,0,0,0,0,0,0
优果时光便利店(汇金广场店),安徽省,铜陵市,铜官区,铜陵市汇金广场一楼33号商铺,117.810816,30.929922,水果|,否,蜂鸟专送,13705625021,"[""08:00/21:55""]",426,"1 ： 单品折扣;2 ： 单品折扣;3 ： 新用户下单立减10元;4 ： 单品折扣;5 ： 单品折扣;6 ： 单品折扣;7 ： 单品折扣;8 ： 单品折扣;9 ： 单品折扣;10 ： 单品折扣;11 ： 单品折扣;12 ： 单品折扣;13 ： 单品折扣;14 ： 单品折扣;15 ： 单品折扣;16 ： 单品折扣;17 ： 单品折扣;18 ： 单品折扣;19 ： 单品折扣;20 ： 单品折扣;21 ： 单品折扣;22 ： 单品折扣;23 ： 单品折扣;24 ： 单品折扣;25 ： 单品折扣;26 ： 单品折扣;27 ： 单品折扣;28 ： 单品折扣;29 ： 单品折扣;30 ： 单品折扣;31 ： 单品定价;32 ： 满1元赠送蜂鸟专业老司机送上门服务1份;33 ： 单品折扣;34 ： 单品折扣;35 ： 单品折扣;36 ： 单品折扣;37 ： 单品折扣;38 ： 单品折扣;39 ： 单品折扣;40 ： 单品折扣;41 ： 单品折扣;42 ： 单品折扣;43 ： 单品折扣;44 ： 单品折扣;45 ： 单品折扣;46 ： 单品折扣;47 ： 单品折扣;48 ： 单品折扣;49 ： 单品折扣;50 ： 单品折扣;51 ： 单品折扣;52 ： 单品折扣;53 ： 单品折扣;54 ： 单品折扣;55 ： 单品折扣;56 ： 单品折扣;57 ： 单品折扣;58 ： 单品折扣;59 ： 单品折扣;60 ： 单品折扣;61 ： 单品折扣;62 ： 单品折扣;63 ： 单品折扣;64 ： 单品折扣;65 ： 单品折扣;66 ： 单品折扣;67 ： 单品折扣;68 ： 单品折扣;69 ： 单品折扣;70 ： 单品折扣;71 ： 单品折扣;72 ： 单品折扣;73 ： 单品折扣;74 ： 单品折扣;75 ： 单品折扣;76 ： 单品折扣;77 ： 单品折扣;78 ： 单品折扣;79 ： 单品折扣;80 ： 单品折扣;81 ： 单品折扣;82 ： 单品折扣;83 ： 单品折扣;84 ： 单品折扣;85 ： 单品折扣;86 ： 单品折扣;87 ： 单品折扣;88 ： 单品折扣;89 ： 单品折扣;90 ： 单品折扣;91 ： 单品折扣;92 ： 单品折扣;93 ： 单品折扣;94 ： 单品折扣;95 ： 单品折扣;",15,配送费1,否,4.7218934911243,4.7218934911243,4.0615384615385,4.1333333333333,4.1242603550296,28,4.1333333333333,4.0615384615385,320,297,9,24
三平方(杨家山新品店),安徽省,铜陵市,铜官区,安徽省铜陵市杨家山路13号,117.815007,30.924026,奶茶果汁|甜品|,是,蜂鸟专送,13385622757,"[""09:30/21:30""]",524,"1 ： 满20减2，满30减4，满50减8，满80减12;2 ： 单品减免;3 ： 新用户下单立减10元;4 ： 单品减免;",10,配送费4,否,4.8852941176471,4.8852941176471,3.5705882352941,3.5735294117647,3.4176470588235,26,3.5735294117647,3.5705882352941,412,405,2,6
遇见奶牛(铜陵杨家山店),安徽省,铜陵市,铜官区,铜官区杨家山路23号,117.81456,30.924142,奶茶果汁|,否,蜂鸟专送,13385629655,"[""09:00/21:30""]",98,"1 ： 满22减8，满32减12，满45减18，满80减30，满100减40;2 ： 新用户下单立减10元;",10,配送费2,否,4.62,4.62,2.94,3.04,2.98,28,3.04,2.94,52,47,4,5
大通冰室(中航时光街店),安徽省,铜陵市,铜官区,铜官区中航长江广场6号楼14号商铺,117.817072,30.924365,奶茶果汁|甜品|,否,蜂鸟专送,18456257980,"[""09:30/22:00""]",47,"1 ： 满20减5，满30减8，满50减12;2 ： 单品定价;3 ： 新用户下单立减10元;4 ： 单品定价;5 ： 单品定价;6 ： 单品定价;7 ： 单品定价;8 ： 单品定价;9 ： 单品折扣;10 ： 单品折扣;",15,配送费3,否,4.4878048780488,4.4878048780488,2.7317073170732,2.9024390243902,2.9024390243902,26,2.9024390243902,2.7317073170732,41,36,3,1
肆葉,安徽省,铜陵市,铜官区,铜陵市长江路地下精品街D387号商铺,117.816428,30.926972,奶茶果汁|甜品|,否,蜂鸟专送,18726938801,"[""08:50/21:00""]",129,"1 ： 新用户下单立减10元;",12,配送费4,否,4.8947368421053,4.8947368421053,3.8947368421053,3.8289473684211,3.6842105263158,29,3.8289473684211,3.8947368421053,82,80,0,4
素匠泰茶(铜陵店),安徽省,铜陵市,铜官区,铜官区沙河新村29栋一层8号网点,117.812669,30.928597,奶茶果汁|,否,蜂鸟专送,15324474469,"[""09:30/22:30""]",307,"1 ： 满18减2，满30减4，满50减8，满70减12;2 ： 单品折扣;3 ： 新用户下单立减10元;4 ： 单品折扣;5 ： 单品折扣;6 ： 单品折扣;7 ： 单品折扣;8 ： 单品折扣;9 ： 单品折扣;10 ： 单品折扣;11 ： 单品折扣;12 ： 单品折扣;",15,配送费3,否,4.7904191616766,4.7904191616766,3.7365269461078,3.7904191616766,3.6047904191617,27,3.7904191616766,3.7365269461078,175,170,3,21
H2茶饮(合百店),安徽省,铜陵市,铜官区,铜官区长江路,117.816948,30.926748,奶茶果汁|咖啡|,否,蜂鸟专送,13093330733,"[""00:00/01:00"",""09:00/23:55""]",69,no,10,配送费4,否,4.6666666666667,4.6666666666667,3.9333333333333,3.9333333333333,4,30,3.9333333333333,3.9333333333333,30,27,1,3
柒月,安徽省,铜陵市,铜官区,铜官区长江路精品街C区C243室,117.816486,30.926956,奶茶果汁|,否,蜂鸟专送,17756289888,"[""09:00/21:00""]",45,"1 ： 满20减4，满30减6，满40减8;2 ： 新用户下单立减10元;",15,配送费3,否,4.8222222222222,4.8222222222222,4.0888888888889,4,3.9111111111111,29,4,4.0888888888889,55,53,1,2
伊思贝儿（朝阳店）,安徽省,铜陵市,铜官区,安徽省铜陵市朝阳新村27栋一层3号网点,117.808678,30.927098,蛋糕|面包|,否,蜂鸟专送,18956267520,"[""10:00/21:00""]",39,"1 ： 新用户下单立减10元;",20,配送费4,否,4.8461538461538,4.8461538461538,3.6153846153846,3.6153846153846,3.4615384615385,26,3.6153846153846,3.6153846153846,13,12,0,0
1314一杯会说话的茶,安徽省,铜陵市,铜官区,铜官区华乐商城一楼网点,117.81726,30.925643,奶茶果汁|甜品|,否,蜂鸟专送,18856213657,"[""09:00/22:30""]",65,"1 ： 单品定价;2 ： 新用户下单立减10元;",15,配送费2.5,否,4.7916666666667,4.7916666666667,4.375,4.375,4.4166666666667,25,4.375,4.375,24,22,0,1
527Fruits甘草水果(财富广场店),安徽省,铜陵市,铜官区,铜陵市财富广场1栋105号,117.817955,30.927841,水果|,否,蜂鸟专送,15656288887,"[""09:30/21:30""]",45,"1 ： 满40减3;2 ： 新用户下单立减10元;",15,配送费2,否,5,5,3,3,2.6,22,3,3,5,5,0,0
答案茶(长江西路店),安徽省,铜陵市,铜官区,铜官区长淮新村1栋2号网点,117.810615,30.931077,奶茶果汁|,否,蜂鸟专送,13645622775,"[""09:30/22:00""]",87,"1 ： 满18减2，满28减4，满38减6，满58减10，满88减20;2 ： 单品定价;3 ： 新用户下单立减10元;",15,配送费3,否,4.84375,4.84375,4.65625,4.75,4.71875,32,4.75,4.65625,32,31,0,0
超凡水果店,安徽省,铜陵市,铜官区,安徽省铜陵市中和园网点67号,117.823432,30.926391,水果|,否,蜂鸟专送,18956240456,"[""00:00/24:00""]",39,"1 ： 满50减3;2 ： 单品定价;3 ： 新用户下单立减10元;4 ： 单品定价;5 ： 单品定价;6 ： 单品定价;",20,配送费4,否,5,5,2.5,2.5,2,25,2.5,2.5,6,6,0,0
鲜果汇(铜陵店),安徽省,铜陵市,铜官区,铜官区工人新村17号网点,117.820963,30.921164,水果|,否,蜂鸟专送,17756260777,"[""00:00/01:55"",""07:00/23:55""]",176,"1 ： 满49减20，满79减35;2 ： 单品定价;3 ： 新用户下单立减10元;4 ： 单品定价;5 ： 单品定价;6 ： 单品定价;7 ： 单品折扣;8 ： 单品折扣;9 ： 单品折扣;10 ： 单品折扣;11 ： 单品折扣;12 ： 单品折扣;13 ： 单品折扣;14 ： 单品折扣;15 ： 单品折扣;16 ： 单品折扣;17 ： 单品折扣;18 ： 单品折扣;19 ： 单品折扣;20 ： 单品折扣;21 ： 单品折扣;22 ： 单品折扣;23 ： 单品折扣;24 ： 单品折扣;25 ： 单品折扣;26 ： 单品折扣;27 ： 单品定价;28 ： 单品定价;29 ： 满59元赠送果切，果汁或零食1份;",15,免配送费,否,4.406015037594,4.406015037594,3.7368421052632,3.8195488721805,4.0827067669173,29,3.8195488721805,3.7368421052632,142,121,12,27
果奶果趣(乐都店),安徽省,铜陵市,铜官区,铜陵市乐都商城乐都大门口,117.81236,30.929559,奶茶果汁|,否,蜂鸟专送,13731879125,"[""10:00/21:00""]",24,"1 ： 满25减10，满35减15;2 ： 新用户下单立减10元;",15,配送费4,否,4.6666666666667,4.6666666666667,3.3333333333333,3.3333333333333,5,0,3.3333333333333,3.3333333333333,3,3,0,0
百姓缘(铜陵长江路店),安徽省,铜陵市,铜官区,安徽省铜陵市铜官区长江东路55号一楼,117.81953680859,30.924431741256,药店|,否,蜂鸟专送,0562-2861407,"[""09:00/20:30""]",47,"1 ： 满28减6，满49减20，满99减35，满199减50;2 ： 健康滋补节;3 ： 健康滋补节;4 ： 健康滋补节;5 ： 健康滋补节;",20,配送费3.5,否,5,5,4,4,4.8,25,4,4,5,5,0,0
黄山孙记酥饼,安徽省,铜陵市,铜官区,铜官区市建村1号网点,117.817174,30.936693,地方小吃|,否,蜂鸟专送,15056803881,"[""07:00/20:00""]",,"1 ： 新用户下单立减10元;",10,配送费3,否,0,0,0,0,0,0,0,0,0,0,0,0
友达面馆(步行街店),安徽省,铜陵市,铜官区,铜官区沙河路1330,117.81396,30.926798,米粉面馆|地方小吃|,否,蜂鸟专送,18105629056,"[""11:00/14:00"",""17:30/20:30""]",1,"1 ： 满40减4，满60减6，满80减8;2 ： 新用户下单立减10元;",15,配送费4,否,0,0,0,0,0,0,0,0,0,0,0,0
真滋味便当,安徽省,铜陵市,铜官区,铜官区五松新村128栋5号（五松道954号）,117.802663,30.931394,简餐|地方小吃|,否,蜂鸟专送,14705628889,"[""09:45/22:00""]",128,"1 ： 满30减15;2 ： 单品定价;3 ： 新用户下单立减10元;4 ： 单品定价;5 ： 单品定价;6 ： 单品定价;7 ： 单品定价;8 ： 单品定价;9 ： 单品定价;10 ： 单品定价;11 ： 单品定价;12 ： 单品定价;13 ： 单品定价;14 ： 单品定价;15 ： 单品定价;16 ： 单品定价;17 ： 单品定价;18 ： 单品定价;19 ： 单品定价;20 ： 单品定价;21 ： 单品折扣;22 ： 单品折扣;23 ： 单品折扣;24 ： 单品折扣;25 ： 单品折扣;26 ： 单品折扣;27 ： 单品折扣;28 ： 单品折扣;29 ： 单品折扣;30 ： 单品折扣;31 ： 单品折扣;32 ： 单品折扣;33 ： 单品折扣;34 ： 单品折扣;35 ： 单品折扣;36 ： 单品折扣;37 ： 单品折扣;38 ： 单品折扣;39 ： 单品折扣;",10,配送费1.5,否,4.55,4.55,4.65,4.6,4.8,31,4.6,4.65,20,18,1,5
于玲烫菜（三中店）,安徽省,铜陵市,铜官区,铜陵市义安新村40栋46号,117.810533,30.935704,麻辣烫|,否,蜂鸟专送,18956276017,"[""07:00/19:00""]",302,"1 ： 满50减1;2 ： 新用户下单立减10元;",10,配送费4,否,4.5454545454545,4.5454545454545,3.1883116883117,3.2272727272727,3.2727272727273,28,3.2272727272727,3.1883116883117,168,152,7,4
天桥特色牛骨面,安徽省,铜陵市,铜官区,安徽省铜陵市教育局青少年活动中心值班室旁门面房,117.803388,30.931391,米粉面馆|简餐|,否,蜂鸟专送,13305623834,"[""07:00/13:40"",""17:00/20:40""]",243,"1 ： 满50减1;2 ： 新用户下单立减10元;",10,配送费4,否,4.7558139534884,4.7558139534884,3.9011627906977,3.9011627906977,3.8953488372093,30,3.9011627906977,3.9011627906977,175,170,3,6
川味餐厅（二店）,安徽省,铜陵市,铜官区,铜陵市五松新村63栋5号网点,117.806094,30.928515,简餐|,否,蜂鸟专送,13033156192,"[""10:10/13:40"",""15:30/23:00""]",59,"1 ： 满28减2;2 ： 新用户下单立减10元;",10,配送费4,否,4.05,4.05,3.65,3.6,4.1,36,3.6,3.65,20,15,4,1
重庆面馆(三中店),安徽省,铜陵市,铜官区,铜陵市义安新村网点4号,117.810178,30.936287,盖浇饭|米粉面馆|,否,蜂鸟专送,13083154773,"[""07:00/19:40""]",24,"1 ： 满100减1;2 ： 新用户下单立减10元;",10,配送费4,否,3.7777777777778,3.7777777777778,2.6666666666667,2.3333333333333,2.7777777777778,30,2.3333333333333,2.6666666666667,9,6,2,0
茶明(嘿店二分店),安徽省,铜陵市,铜官区,铜陵市铜陵商城三期乐都中街6号,117.811435,30.929117,西餐|简餐|,否,蜂鸟专送,18956246558,"[""10:00/20:30""]",53,no,20,配送费4,否,4.8571428571429,4.8571428571429,4.047619047619,4.1904761904762,4.0952380952381,30,4.1904761904762,4.047619047619,21,21,0,2
义安早点店(鸡蛋灌饼三中路),安徽省,铜陵市,铜官区,铜陵市育才路7号（义安新村网点）,117.810259,30.93631,包子粥店|地方小吃|,否,蜂鸟专送,15305621466,"[""07:00/19:00""]",7,"1 ： 满50减1;2 ： 新用户下单立减10元;",20,配送费4,否,3.6666666666667,3.6666666666667,1.6666666666667,1.6666666666667,1,0,1.6666666666667,1.6666666666667,3,2,1,0
川福夫妻肺片(十中店),安徽省,铜陵市,铜官区,安徽省铜陵市长江西路2641号（万花超市旁）,117.806919,30.932763,川湘菜|,否,蜂鸟专送,18375388448,"[""08:00/19:00""]",,"1 ： 新用户下单立减10元;",15,配送费4,是,0,0,0,0,0,0,0,0,0,0,0,0
金牌猪脚（三中店）,安徽省,铜陵市,铜官区,铜陵市义安新村1号网点第五间,117.810275,30.935958,地方小吃|,否,蜂鸟专送,13305621818,"[""10:40/19:10""]",1,"1 ： 满20减3;2 ： 新用户下单立减10元;",15,配送费4,否,0,0,0,0,0,0,0,0,0,0,0,0
一扫光,安徽省,铜陵市,铜官区,铜陵市长江西路天桥农贸市场内,117.803329,30.933786,零食|地方小吃|,否,蜂鸟专送,18605629193,"[""10:00/20:00""]",,"1 ： 满20减2，满30减3;2 ： 新用户下单立减10元;",15,配送费4,否,0,0,0,0,0,0,0,0,0,0,0,0
三平方（十中店）,安徽省,铜陵市,铜官区,铜陵市长江西路2641号第6间,117.806861,30.932744,奶茶果汁|咖啡|,否,蜂鸟专送,15385625183,"[""09:30/21:00""]",480,"1 ： 满20减2，满30减4，满50减8，满80减12;2 ： 新用户下单立减10元;",10,配送费4,否,4.8611111111111,4.8611111111111,3.7083333333333,3.75,3.7708333333333,27,3.75,3.7083333333333,152,150,1,16
巴绿缘绿色茶饮(安工店),安徽省,铜陵市,铜官区,铜官区五松西村14栋106号,117.802476,30.935285,奶茶果汁|甜品|,否,蜂鸟专送,18326703158,"[""10:00/21:00""]",1,"1 ： 满100减1;2 ： 新用户下单立减10元;",15,配送费1,否,5,5,5,5,5,0,5,5,1,1,0,0
果色果香,安徽省,铜陵市,铜官区,铜陵市铜冠一品江山5幢8号商铺,117.797234,30.928839,水果|,否,蜂鸟专送,18756290488,"[""10:00/22:00""]",41,"1 ： 满40减6;2 ： 单品定价;3 ： 新用户下单立减10元;4 ： 单品定价;5 ： 单品定价;6 ： 单品定价;7 ： 单品定价;8 ： 单品定价;9 ： 单品定价;10 ： 单品定价;11 ： 单品折扣;",20,远距离配送费3,否,4.6875,4.6875,3.375,3.6875,3.8125,33,3.6875,3.375,17,16,1,6
超级薯塔汉堡店,安徽省,铜陵市,铜官区,铜陵市郊区铜都大道中段2988号安徽翔鹰建设有限责任公司商业综合楼1楼,117.809051,30.911978,炸鸡炸串|地方小吃|,否,蜂鸟专送,18705621412,"[""07:30/20:00""]",50,"1 ： 满25减2，满35减3，满45减4，满65减5;2 ： 新用户下单立减10元;",15,配送费1.5,否,4.1428571428571,4.1428571428571,4.4285714285714,4.2857142857143,4.5714285714286,24,4.2857142857143,4.4285714285714,7,5,1,0
喷喷香砂煲饭,安徽省,铜陵市,铜官区,安徽省铜陵市杨家山路73号,117.814714,30.923892,简餐|,否,no,18095626932,"[""10:00/23:55""]",139,"1 ： 单品定价;2 ： 单品定价;3 ： 新用户下单立减10元;4 ： 单品折扣;5 ： 单品折扣;6 ： 单品定价;7 ： 单品定价;8 ： 单品定价;",20,免配送费,否,4.6237623762376,4.6237623762376,3.980198019802,4.0792079207921,3.9108910891089,36,4.0792079207921,3.980198019802,123,112,5,9
小精灵汉堡炸鸡,安徽省,铜陵市,铜官区,铜陵市笔架山村29栋29号网点,117.811741,30.919329,汉堡|简餐|,否,蜂鸟专送,18756252973,"[""09:00/02:00""]",133,"1 ： 满20减5，满30减8，满50减12;2 ： 单品折扣;3 ： 新用户下单立减10元;4 ： 单品折扣;5 ： 单品折扣;6 ： 单品折扣;7 ： 单品折扣;8 ： 单品折扣;9 ： 折扣来袭;10 ： 折扣来袭;11 ： 折扣来袭;12 ： 折扣;13 ： 折扣来袭;14 ： 折扣来袭;15 ： 单品折扣;16 ： 单品折扣;17 ： 单品折扣;18 ： 单品折扣;19 ： 单品折扣;20 ： 单品折扣;21 ： 单品折扣;",20,配送费1,否,4.6938775510204,4.6938775510204,3.8571428571429,3.9081632653061,4.0918367346939,30,3.9081632653061,3.8571428571429,107,101,3,7
王仁和米线(丰收店),安徽省,铜陵市,铜官区,安徽省铜陵市金色兰庭3号楼4-5号网点,117.803081,30.921335,米粉面馆|,否,蜂鸟专送,2895997,"[""08:30/20:00""]",136,"1 ： 满100减1;2 ： 新用户下单立减10元;",15,配送费4,否,4.8591549295775,4.8591549295775,4.3661971830986,4.3521126760563,4.4507042253521,28,4.3521126760563,4.3661971830986,78,76,1,6
汤天下徽味私房菜,安徽省,铜陵市,铜官区,安徽省铜陵市宝山路东侧铜官别院1栋8号网点,117.80969,30.918275,江浙菜|简餐|,否,蜂鸟专送,0562-5856666,"[""09:00/14:00"",""16:00/20:30""]",145,"1 ： 满25减5，满30减6，满50减10，满100减20;2 ： 单品折扣;3 ： 新用户下单立减10元;4 ： 本店新用户立减2元;5 ： 单品折扣;6 ： 单品折扣;7 ： 单品折扣;8 ： 单品折扣;9 ： 单品折扣;10 ： 单品折扣;11 ： 单品折扣;12 ： 单品折扣;13 ： 单品折扣;14 ： 单品折扣;15 ： 单品折扣;16 ： 单品折扣;",15,配送费2.5,否,4.6896551724138,4.6896551724138,3.735632183908,3.8275862068966,3.816091954023,34,3.8275862068966,3.735632183908,99,92,3,13
椒麻鸡(宜嘉路一店),安徽省,铜陵市,铜官区,铜陵市铜官路加油站8号网点,117.80523,30.919647,地方小吃|简餐|,否,蜂鸟专送,13856266276,"[""08:30/19:30""]",124,"1 ： 满20减5，满40减7;2 ： 满10元赠送送餐入户1份;3 ： 新用户下单立减10元;",15,配送费4,否,4.8452380952381,4.8452380952381,3.4761904761905,3.4761904761905,3.3928571428571,27,3.4761904761905,3.4761904761905,117,115,1,14
一串糕小吃店,安徽省,铜陵市,铜官区,铜陵市郊区翔鹰大厦4号网点,117.812932,30.909629,炸鸡炸串|地方小吃|,否,蜂鸟专送,18226700068,"[""09:30/02:30""]",77,"1 ： 满15减1，满25减3，满35减5，满55减8，满88减10;2 ： 单品定价;3 ： 新用户下单立减10元;",15,配送费4,否,4.8048780487805,4.8048780487805,3.0487804878049,3.0487804878049,2.9756097560976,31,3.0487804878049,3.0487804878049,44,42,1,0
叼嘴佬纯美味小吃店(杨家山店),安徽省,铜陵市,铜官区,铜官区杨家山皖江布衣市场17号,117.807339,30.921208,地方小吃|简餐|,否,蜂鸟专送,18605621123,"[""08:30/20:30""]",187,"1 ： 满29减2，满49减5，满79减7;2 ： 满30元赠送实付满30元赠饮料1份;3 ： 新用户下单立减10元;",10,配送费2.5,否,4.6788990825688,4.6788990825688,4.2935779816514,4.3669724770642,4.4954128440367,33,4.3669724770642,4.2935779816514,118,112,3,8
张亮麻辣烫(义安路店),安徽省,铜陵市,铜官区,铜陵市义安北路35号一层,117.818275,30.927101,麻辣烫|地方小吃|,否,蜂鸟专送,17756256169,"[""10:00/21:20""]",449,"1 ： 满25减4，满45减10;2 ： 单品定价;3 ： 新用户下单立减10元;4 ： 单品定价;",15,配送费2,否,4.4861111111111,4.4861111111111,3.7444444444444,3.8722222222222,3.9361111111111,31,3.8722222222222,3.7444444444444,398,348,26,114
煲来乐煲仔饭,安徽省,铜陵市,铜官区,铜陵市新光路836号（金色兰庭1号楼2号）,117.802133,30.921718,香锅砂锅|,否,蜂鸟专送,18356279576,"[""10:00/21:00""]",62,"1 ： 新用户下单立减10元;",15,配送费4,否,4.9375,4.9375,3.65625,3.625,3.375,28,3.625,3.65625,32,32,0,0
又卷烧饼(汇金店),安徽省,铜陵市,铜官区,铜陵市铜陵商城汇金大厦负一层B1-11号,117.810966,30.93,地方小吃|简餐|,否,蜂鸟专送,13521492299,"[""09:30/22:00""]",422,"1 ： 满20减3，满35减5;2 ： 单品折扣;3 ： 新用户下单立减10元;",10,免配送费,否,4.7698863636364,4.7698863636364,3.7206572769953,3.7441314553991,3.8465909090909,29,3.7441314553991,3.7206572769953,383,367,8,25
面爱面便当,安徽省,铜陵市,铜官区,铜陵市人民三路7号,117.812431,30.930795,米粉面馆|简餐|,否,蜂鸟专送,13965207876,"[""07:00/18:30""]",151,"1 ： 满15减3，满25减5，满35减7;2 ： 单品定价;3 ： 新用户下单立减10元;",10,配送费1,否,4.7307692307692,4.7307692307692,4.1730769230769,4.2115384615385,4.2692307692308,28,4.2115384615385,4.1730769230769,65,62,0,1
一贰三小吃(鸡腿锁骨店),安徽省,铜陵市,铜官区,铜官区南山村9栋网点2号,117.801464,30.916754,炸鸡炸串|小龙虾|,否,蜂鸟专送,19942628639,"[""09:30/21:00""]",45,"1 ： 新用户下单立减10元;",10,配送费4,否,4.2727272727273,4.2727272727273,4,4.0909090909091,4.0909090909091,27,4.0909090909091,4,11,9,0,0
萍姐寿司（大富豪店）,安徽省,铜陵市,铜官区,铜陵市杨家山人防大富豪,117.815238,30.923622,日韩料理|,否,蜂鸟专送,13705628422,"[""09:00/18:30""]",60,"1 ： 满20减3，满30减5，满50减8;2 ： 新用户下单立减10元;",15,配送费4,否,4.7391304347826,4.7391304347826,4.2608695652174,4.3478260869565,4.3913043478261,30,4.3478260869565,4.2608695652174,23,22,1,4
龙门花甲(杨家山店),安徽省,铜陵市,铜官区,铜陵市杨家山路35号,117.814208,30.923994,麻辣烫|地方小吃|,否,蜂鸟专送,18856296166,"[""00:00/24:00""]",292,"1 ： 满40减2，满55减3，满70减4，满90减5，满100减6;2 ： 新用户下单立减10元;",15,配送费2,否,4.6666666666667,4.6666666666667,4.202614379085,4.2287581699346,4.3725490196078,30,4.2287581699346,4.202614379085,157,146,5,7
二子饭店,安徽省,铜陵市,铜官区,铜陵市爱国路34号,117.811445,30.922811,盖浇饭|简餐|,否,no,0562-5300164,"[""09:30/00:40""]",43,"1 ： 新用户下单立减10元;",15,免配送费,否,4.1851851851852,4.1851851851852,3.4814814814815,3.4444444444444,2.6296296296296,33,3.4444444444444,3.4814814814815,27,20,2,0
东北缘特色饺子馆,安徽省,铜陵市,铜官区,铜陵市义安大道南段361号外网点6号,117.81507,30.923095,米粉面馆|饺子馄饨|,否,蜂鸟专送,17605627106,"[""10:00/02:00""]",96,"1 ： 新用户下单立减10元;",15,配送费4,否,4.6521739130435,4.6521739130435,3.695652173913,3.9565217391304,3.8695652173913,28,3.9565217391304,3.695652173913,23,20,1,0
仰记卤味,安徽省,铜陵市,铜官区,铜官区欧洲一条街3栋11号网点,117.799715,30.915841,鸭脖卤味|地方小吃|,否,蜂鸟专送,13645624498,"[""08:00/19:30""]",36,"1 ： 单品定价;2 ： 新用户下单立减10元;",10,配送费2,是,4.6,4.6,4.5,4.5,4.6,27,4.5,4.5,10,9,0,0
